Key,Brazilian
ulmLightPorch04Player,"Luz externa de ferro"
ulmLightRecessedPlayer,"Luz embutida"
ulmLightRoadBarricadePlayer,"Barricada de estrada iluminada"
ulmLightRoadBarricadePlayerDesc,"Possui bateria interna para gerar energia suficiente para manter as luzes acesas."
ulmLightSconcePlayer,"Arandela"
ulmLightSignExitPlayer,"Placa de Saída"
ulmLightSignOpen,"Placa 'Open'"
ulmLightSignPillsLogoPlayer,"Placa Luminosa da Pills grande"
ulmLightSignPillsLogoSmallPlayer,"Placa Luminosa da Pills"
ulmLightStreetLampClassicPlayer,"Poste de Luz Clássico"
ulmLightTableLampPlayer,"Lâmpada de Mesa"
ulmLightTrackPlayer,"Trilho de Luz"
ulmLightWall01Player,"Luz externa do Armazém"
ulmLightWorkLampPlayer,"Iluminação de Construção"
ulmLightXRayDisplay1Player,"Tela de Raio-X A"
ulmLightXRayDisplay2Player,"Tela de Raio-X B"
ulmMeleeAxeCarpenters,"Machado de Carpinteiro"
ulmMeleeAxeCarpentersDesc,"[decea3]+200%[-] mais dano às árvores."
ulmMeleeAxeScrapIron,"Machado de Sucata"
ulmMeleeAxeScrapIronBlueprint,"Diagrama de Machado de Sucata"
ulmMeleeAxeScrapIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeAxeScrapIronDesc,"[decea3]+200%[-] mais dano em árvores. Pedaços afiados de Sucata de Ferro se juntaram para formar uma espécie de machado. Decente para cortar madeira."
ulmMeleeAxeTitanium,"Machado de Titânio"
ulmMeleeAxeTitaniumBlueprint,"Diagrama de Machado de Titânio"
ulmMeleeAxeTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeAxeTitaniumDesc,"[decea3]+400%[-] mais dano em árvores."
ulmMeleeBatonPoliceBaton,"Cacetete da Polícia"
ulmMeleeBatonPoliceBatonDesc,"Cacetete policial padrão com centro de ferro e coberto com uma capa externa de plástico emborrachado."
ulmMeleeBatonPoliceBatonWithBlade,"Cacetete da Polícia modificado"
ulmMeleeBatonPoliceBatonWithBladeDesc,"Alguém colocou um poder adicional neste cacetete"
ulmMeleeBladeFoldingKnife,"Canivete"
ulmMeleeBladeFoldingKnifeDesc,"Canivete de bolso dobrável pequeno. Leve e fácil de transportar, mas não causa muito dano."
ulmMeleeBladeInferno,"Lâmina Infernal"
ulmMeleeBladeInfernoDesc,"A invenção de células de energia pequenas e portáteis permitiu a criação desta lâmina aquecida. A fonte de alimentação embutida mantém constantemente sua temperatura e precisa ser substituída a cada 25 anos."
ulmMeleeBladeKatana,"Katana de Aço"
ulmMeleeBladeKatanaBlueprint,"Diagrama de Katana de Aço"
ulmMeleeBladeKatanaBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKatanaDesc,"Uma espada de lâmina curva e de um único gume especializada com guarda circular e empunhadura longa para duas mãos."
ulmMeleeBladeKatanaScrapIron,"Katana de Sucata"
ulmMeleeBladeKatanaScrapIronBlueprint,"Diagrama de Katana de Sucata"
ulmMeleeBladeKatanaScrapIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKatanaScrapIronDesc,"Parece uma Katana, pelo menos é perto o suficiente, considerando que é uma mistura de alguns pedaços de metal."
ulmMeleeBladeKatanaThermal,"Katana Térmica"
ulmMeleeBladeKatanaThermalDesc,"Uma espada especializada com lâmina de um único gume aquecida termicamente, uma guarda minimalista e empunhadura longa para duas mãos. A fonte de alimentação embutida mantém constantemente sua temperatura e precisa ser substituída a cada 25 anos."
ulmMeleeBladeKatanaTitanium,"Katana de Titânio"
ulmMeleeBladeKatanaTitaniumBlueprint,"Diagrama de Katana de Titânio"
ulmMeleeBladeKatanaTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKatanaTitaniumDesc,"Uma espada de lâmina curva e de um único gume especializada com guarda circular e empunhadura longa para duas mãos."
ulmMeleeBladeKnifeCleaverIron,"Cutelo"
ulmMeleeBladeKnifeCleaverIronDesc,"Ferramenta frequentemente usada para dividir grandes pedaços de ossos macios e pedaços grossos de carne."
ulmMeleeBladeKnifeCleaverRusty,"Cutelo Enferrujado"
ulmMeleeBladeKnifeCleaverRustyDesc,"Já viu alguns dias melhores e a lâmina tem alguns danos sérios de corrosão."
ulmMeleeBladeKnifeCombatIron,"Faca de Combate de Ferro"
ulmMeleeBladeKnifeCombatIronBlueprint,"Diagrama de Faca de Combate de Ferro"
ulmMeleeBladeKnifeCombatIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKnifeCombatIronDesc,"Irmão mais velho da faca de caça usada nas forças armadas."
ulmMeleeBladeKnifeCombatSteel,"Faca de Combate de Aço"
ulmMeleeBladeKnifeCombatSteelBlueprint,"Diagrama de Faca de Combate de Aço"
ulmMeleeBladeKnifeCombatSteelBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKnifeCombatSteelDesc,"Faca de combate pesada usada principalmente pelos militares."
ulmMeleeBladeKnifeKunai,"Faca de Ferro"
ulmMeleeBladeKnifeKunaiBlueprint,"Diagrama de Faca de Ferro"
ulmMeleeBladeKnifeKunaiBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKnifeKunaiDesc,"Faca de ferro fundido de dois gumes com cabo enrolado com um pouco de pano."
ulmMeleeBladeKnifeScrapIron,"Faca de Sucata"
ulmMeleeBladeKnifeScrapIronBlueprint,"Diagrama de Faca de Sucata"
ulmMeleeBladeKnifeScrapIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeKnifeScrapIronDesc,"Um pedaço afiado de sucata embelezado com algum lixo desnecessário que não o torna mais afiado."
ulmMeleeBladeMacheteIron,"Machete de Ferro"
ulmMeleeBladeMacheteIronBlueprint,"Diagrama de Machete de Ferro"
ulmMeleeBladeMacheteIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeMacheteIronDesc,"Uma faca larga e pesada, que pode ser usada como arma ou ferramenta na limpeza da densa vegetação da selva."
ulmMeleeBladeMacheteSteel,"Machete de Aço"
ulmMeleeBladeMacheteSteelBlueprint,"Diagrama de Machete de Aço"
ulmMeleeBladeMacheteSteelBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeMacheteSteelDesc,"Uma faca larga e pesada, que pode ser usada como arma ou ferramenta na limpeza da densa vegetação da selva."
ulmMeleeBladeMacheteTitanium,"Machete de Titânio"
ulmMeleeBladeMacheteTitaniumBlueprint,"Diagrama de Machete de Titânio"
ulmMeleeBladeMacheteTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeMacheteTitaniumDesc,"Uma faca larga e pesada, que pode ser usada como arma ou ferramenta na limpeza da densa vegetação da selva."
ulmMeleeBladeRex,"Espada Rex do Jonah"
ulmMeleeBladeRexBlueprint,"Diagrama de Lâmina Rex de Jonah"
ulmMeleeBladeRexBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeRexDesc,"Alguns afirmam que esta poderia ser a arma de lâmina dentada usada pelo único guerreiro do deserto [decea3]Jonah, o destemido[-], mestre da resistência."
ulmMeleeBladeSaw,"Espada de Serra"
ulmMeleeBladeSawBlueprint,"Diagrama de Lâmina de Serra"
ulmMeleeBladeSawBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeSawDesc,"Esta lâmina dentada se assemelha mais a uma serra do que a uma espada."
ulmMeleeBladeSwordIron,"Espada de Ferro"
ulmMeleeBladeSwordIronBlueprint,"Diagrama de Espada de Ferro"
ulmMeleeBladeSwordIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeSwordIronDesc,"Espada de dois gumes feita de ferro com um pequeno protetor de mão e empunhadura para uma mão."
ulmMeleeBladeZweihander,"Espada Grande de Aço"
ulmMeleeBladeZweihanderBlueprint,"Diagrama de Espada Grande de Aço"
ulmMeleeBladeZweihanderBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeBladeZweihanderDesc,"Espada maciça de dois gumes com cabo longo para empunhar com duas mãos. Somente os mais fortes podem empunhá-la."
ulmMeleeClubBone,"Porrete de Osso"
ulmMeleeClubBoneDesc,"Colhidos de restos de uma criatura morta com alça enrolada com fita adesiva para máximo conforto e aderência!"
ulmMeleeClubCricketBat,"Bastão de cricket"
ulmMeleeClubCricketBatDesc,"Consiste em um cabo de cana preso a um bloco de madeira plano. Usado em um dos esportes que envolvem bater uma bola com um item de mão."
ulmMeleeClubIron,"Porrete de Ferro"
ulmMeleeClubIronBlueprint,"Diagrama de Porrete de Ferro"
ulmMeleeClubIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeClubIronDesc,"Um tubo de metal curto com uma cabeça de metal ponderada que consiste em pedaços de sucata de metal aleatória."
ulmMeleeClubIronMorningStar,"Maça Morning Star"
ulmMeleeClubIronMorningStarDesc,"Uma melhoria mortal em relação a uma maça normal, com sua cabeça cheia de vincos de ferro. Vai causar sangramento."
ulmMeleeClubRollingPin,"Rolo de Massa"
ulmMeleeClubRollingPinDesc,"Rolo de massa clássico de madeira, uma ferramenta muito útil na cozinha para alisar a massa. Poderia ser usado como uma arma em uma pitada de criaturas."
ulmMeleeClubSteel,"Porrete de Aço"
ulmMeleeClubSteelDesc,"Mais dano e mais resistente que um Porrete de Ferro. Bom pra quebrar uns joelhos e crânios."
ulmMeleeClubTitanium,"Porrete de Titânio"
ulmMeleeClubTitaniumBlueprint,"Diagrama de Porrete de Titânio"
ulmMeleeClubTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeClubTitaniumDesc,"Mais dano e mais resistente que um Porrete de Aço. Bom pra quebrar uns joelhos e crânios."
ulmMeleeGreataxeScrapIron,"Machado Grande de Sucata"
ulmMeleeGreataxeScrapIronBlueprint,"Diagrama de Machado Grande de Sucata"
ulmMeleeGreataxeScrapIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeGreataxeScrapIronDesc,"[decea3]+200%[-] mais dano em árvores. Machado de batalha de duas cabeças com um cabo longo. Pode ser usado para cortar árvores ou para decapitar zumbis."
ulmMeleeKnucklesBrassKnuckles,"Soco Inglês de Latão"
ulmMeleeKnucklesBrassKnucklesBlueprint,"Diagrama de Soco Inglês de Latão"
ulmMeleeKnucklesBrassKnucklesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeKnucklesBrassKnucklesDesc,"Um Soco Inglês básico feito de latão"
ulmMeleeKnucklesScrapKnuckles,"Soco Inglês de Sucata"
ulmMeleeKnucklesScrapKnucklesBlueprint,"Diagrama de Soco Inglês de Sucata"
ulmMeleeKnucklesScrapKnucklesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeKnucklesScrapKnucklesDesc,"Knuckles com algumas coisas domésticas afiadas soldadas nele para torná-lo mais mortal."
ulmMeleeKnucklesTitaniumKnuckles,"Soco Inglês de Titânio"
ulmMeleeKnucklesTitaniumKnucklesBlueprint,"Diagrama de Soco Inglês de Titânio"
ulmMeleeKnucklesTitaniumKnucklesBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeKnucklesTitaniumKnucklesDesc,"Soco Inglês feito de um dos metais mais duráveis."
ulmMeleePolearmPitchfork,"Forcado para Feno"
ulmMeleePolearmPitchforkDesc,"Muitas vezes usado por agricultores para juntar fardos de feno"
ulmMeleeSledgeBrinxsFury,"Fúria de Brinx"
ulmMeleeSledgeBrinxsFuryDesc,"As lendas dizem que esta arma era o braço de [decea3]Brinx, o Destemido-] enquanto liberava sua fúria sobre hordas ocultas enquanto ele estava nas linhas de frente e lutando pela sobrevivência de sua comunidade no deserto."
ulmMeleeSledgeBrinxsFurySchematic,"Diagrama da Marreta Fúria de Brinx"
ulmMeleeSledgeBrinxsFurySchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeSledgeScrapIron,"Marreta de Sucata"
ulmMeleeSledgeScrapIronBlueprint,"Diagrama de Marreta de Sucata"
ulmMeleeSledgeScrapIronBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeSledgeScrapIronDesc,"Sucata aleatória de metal junta para formar uma cabeça de metal pesada na ponta de um cabo longo."
ulmMeleeSledgeTitanium,"Marreta de Titânio"
ulmMeleeSledgeTitaniumBlueprint,"Diagrama de Marreta de Titânio"
ulmMeleeSledgeTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeSledgeTitaniumDesc,"Prepare-se para a guerra com os mortos-vivos!"
ulmMeleeSpearTitanium,"Lança de Titânio"
ulmMeleeSpearTitaniumBlueprint,"Diagrama de Lança de Titânio"
ulmMeleeSpearTitaniumBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmMeleeSpearTitaniumDesc,"Tem um bom equilíbrio entre durabilidade, confiabilidade e corte afiado."
ulmMeleeSpearWood,"Lança de Madeira"
ulmMeleeSpearWoodDesc," just a sharpened long stick."
ulmMeleeTwoHandedPipe,"Tubo longo"
ulmMeleeTwoHandedPipeDesc,"Um longo cano com uma peça em L aparafusada em cima, é uma arma improvisada bem simples, mas decentemente eficaz."
ulmModArmorBackpackBasic,"Modificação de Suporte de Mochila"
ulmModArmorBackpackBasicBlueprint,"Diagrama de Modificação de Suporte para Mochila"
ulmModArmorBackpackBasicDesc,"[decea3]Modificação de Suporte de Mochila[-]\nQuando instalado em uma armadura peitoral, este suporte para apoiar a mochila aumenta a capacidade de peso carregado."
ulmModArmorEllianniaLocket,"Medalhão de Elliannia"
ulmModArmorEllianniaLocketDesc,"[decea3]Mod. de armadura de peito[-]\nUm medalhão de prata com a inscrição 'Jillian, para sempre minha filha'."
ulmModChainsawChainTitanium,"Corrente de Titânio para motosserra"
ulmModChainsawChainTitaniumBlueprint,"Diagrama de Corrente de titânio para motosserra"
ulmModChainsawChainTitaniumDesc,"[decea3]Mod. de Motosserra[-]\nAumenta o dano causado pela motosserra."
ulmModOffhandFlashlight,"Modificador de lanterna improvisada"
ulmModOffhandFlashlightDesc,"Equipa em sua mão esquerda quando estiver usando a pistola modificada.\nArmas Suportadas: [decea3]Todas as Pistolas[-]"
ulmModVehicleCargoBag,"Extensão de Carga de Veículos"
ulmModVehicleCargoBagBlueprint,"Diagrama de Extensão de Carga de Veículos"
ulmModVehicleCargoBagDesc,"[decea3]Mod. de Veículo[-]\nExpande a capacidade do inventário quando instalado em um veículo."
ulmModVehicleShockAbsorbers,"Amortecedores de veículos"
ulmModVehicleShockAbsorbersBlueprint,"Diagrama de Amortecedores de veículos"
ulmModVehicleShockAbsorbersDesc,"[decea3]Modificação de veículo[-]\nMelhora a suspensão do veículo, permitindo o transporte de mais carga. Não pode ser instalado em uma bicicleta."
ulmObsoleteItemDesc,"Este item não é mais usado no Undead Legacy. Descarte ou venda para o comerciante."
ulmPerkDroneSpecialist1,"O limite de peso de transporte do drone aumentou em [decea3]25%[-] unidades"
ulmPerkDroneSpecialist2,"O limite de peso de transporte do drone aumentou em [decea3]50%[-] unidades"
ulmPerkDroneSpecialist3,"O limite de peso de transporte do drone aumentou em [decea3]100%[-] unidades"
ulmPerkDroneSpecialist4,"O limite de peso de transporte do drone aumentou em [decea3]150%[-] unidades"
ulmPerkDroneSpecialist5,"O limite de peso de transporte do drone aumentou em [decea3]200%[-] unidades"
ulmPerkDroneSpecialistDesc,"Aprenda a ajustar e recalibrar os drones, permitindo que ele carregue mais peso de carga."
ulmPerkDroneSpecialistName,"Especialista em Drones"
ulmPerkEfficientPacker1,"Embale as coisas em sua mochila com mais eficiência, permitindo que você carregue [decea3]20[-] unidades a mais em sua mochila"
ulmPerkEfficientPacker2,"Embale as coisas em sua mochila com mais eficiência, permitindo que você carregue [decea3]40[-] unidades a mais em sua mochila"
ulmPerkEfficientPacker3,"Embale as coisas em sua mochila com mais eficiência, permitindo que você carregue [decea3]60[-] unidades a mais em sua mochila"
ulmPerkEfficientPacker4,"Embale as coisas em sua mochila com mais eficiência, permitindo que você carregue [decea3]80[-] unidades a mais em sua mochila"
ulmPerkEfficientPacker5,"Embale as coisas em sua mochila com mais eficiência, permitindo que você carregue [decea3]100[-] unidades a mais em sua mochila"
ulmPerkEfficientPackerDesc,"As habilidades de embalagem meticulosas permitem que você use de forma eficaz e ordenada o espaço muito limitado da mochila, permitindo que você carregue mais com a mesma quantidade de espaço disponível."
ulmPerkEfficientPackerName,"Empacotador meticuloso"
ulmPerkGiftOfLife1,"Ganhe instantaneamente [decea3]+5[-] ao seu máximo de saúde"
ulmPerkGiftOfLife2,"Ganhe instantaneamente [decea3]+10[-] ao seu máximo de saúde"
ulmPerkGiftOfLife3,"Ganhe instantaneamente [decea3]+15[-] ao seu máximo de saúde"
ulmPerkGiftOfLife4,"Ganhe instantaneamente [decea3]+20[-] ao seu máximo de saúde"
ulmPerkGiftOfLife5,"Ganhe instantaneamente [decea3]+25[-] ao seu máximo de saúde"
ulmPerkGiftOfLifeDesc,"Uma combinação de genética e hábitos saudáveis ​​permite alcançar uma melhor saúde física e, como resultado, sua saúde máxima pode ser aumentada."
ulmPerkGiftOfLifeName,"Dom da vida"
ulmPerkSubmachineGuns1,"Submetralhadoras causam [decea3]5%[-] mais dano, [decea3]5%[-] taxa de disparo mais rápida e [decea3]10%[-] recarga mais rápida"
ulmPerkSubmachineGuns2,"Submetralhadoras causam [decea3]10%[-] mais dano, [decea3]10%[-] taxa de disparo mais rápida e [decea3]15%[-] recarga mais rápida"
ulmPerkSubmachineGuns3,"Submetralhadoras causam [decea3]15%[-] mais dano, [decea3]15%[-] taxa de disparo mais rápida e [decea3]20%[-] recarga mais rápida."
ulmPerkSubmachineGuns4,"Submetralhadoras causam [decea3]20%[-] mais dano, [decea3]20%[-] taxa de disparo mais rápida e [decea3]25%[-] recarga mais rápida."
ulmPerkSubmachineGuns5,"Submetralhadoras causam [decea3]25%[-] mais dano, [decea3]25%[-] taxa de disparo mais rápida e [decea3]30%[-] recarga mais rápida."
ulmPerkSubmachineGunsDesc,"Torne-se mestre no uso de Submetralhadoras."
ulmPerkSubmachineGunsName,"Submetralhadoras"
ulmQualityUnlocksGroupDesc,"Uma coleção de dados de pesquisa para melhorar suas habilidades de criação e criar itens de melhor qualidade nesta categoria.\n\n[decea3]Os níveis anteriores desta pesquisa devem ser aprendidos antes do uso![-]"
ulmQuestIntroduction,"Introdução"
ulmQuestIntroduction1,"Introdução (1 de 6)"
ulmQuestIntroduction1Desc,"[decea3]Coloque[-] no chão sua [decea3]Bolsa de Emergência[-] e veja seu conteúdo."
ulmQuestIntroduction1Subtitle,"Sua Bolsa de Emergência"
ulmQuestIntroduction2,"Introdução (2 de 6)"
ulmQuestIntroduction2Desc,"Familiarize-se com os recursos do [decea3]Undead Legacy[-] na janela do seu [decea3]Diário[-], lá você encontra informações úteis sobre outros aspectos do jogo."
ulmQuestIntroduction2Subtitle,"Seu Diário"
ulmQuestIntroduction3,"Introdução (3 de 6)"
ulmQuestIntroduction3Desc,"Faça um [decea3]Machado de Pedra[-] e uma [decea3]Picareta de Pedra[-] para ajuda-lo a colher recursos e se defender. Encontre os ingredientes e faça suas primeiras ferramentas!"
ulmQuestIntroduction3Subtitle,"Primeiras Ferramentas"
ulmQuestIntroduction4,"Introdução (4 de 6)"
ulmQuestIntroduction4Desc,"Faça uma [decea3]Lança de Madeira[-] para te ajudar a se defender melhor. Se precisar de mais [decea3]Corda[-], elas podem ser feitas na [decea3]Mesa de Carpintaria[-], [decea3]Resina[-] pode ser colhida de árvores vivas."
ulmQuestIntroduction4Subtitle,"Primeira arma"
ulmQuestIntroduction5,"Introdução (5 de 6)"
ulmQuestIntroduction5Desc,"Construa uma [decea3]Mesa de Carpintaria[-] para ajudá-lo a processar madeira em itens mais úteis. Encontre os ingredientes e faça sua primeira estação de trabalho!"
ulmQuestIntroduction5Subtitle,"Primeira Estação de Trabalho"
ulmQuestIntroduction6,"Introdução (6 de 6)"
ulmQuestIntroduction6Desc,"Faça um [decea3]Arco (Primitivo)[-] e uma [decea3]Flecha de pedra[-] para ter uma arma básica de longo alcance. Tudo pode ser feito na [decea3]Mesa de Carpintaria[-]"
ulmQuestIntroduction6Subtitle,"Primeiro arco"
ulmQuestIntroductionOffer,"Se você esta lendo isso, significa que você está vivo!\n\nLembre-se, wasteland pode ser um lugar cruel e implacável, aqui está um pequeno guia para ajudar você a começar com o [decea3]Undead Legacy[-]!"
ulmQuestRewardBicyclePartsBundle,"Bicicleta Parts Bundle"
ulmQuestRewardTruckPartsBundle,"Pacote de Peças de Caminhão"
ulmQuestTreasureElliannia,"Mapa de Elliania"
ulmQuestTreasureEllianniaDesc,"Uma chave antiga com um pequeno mapa em volta, que tem um ponto vagamente marcado com um X vermelho. A parte de trás do mapa diz: Estoque de Elliannia."
ulmQuestTreasureEllianniaOffer,"Querido sobrevivente,\nSe você esta lendo este recado provavelmente não estou mais vivo, em vez de desperdiçar meu estoque de suprimentos, gostaria que você ficasse com tudo. Maquei um local no mapa pra você.\n\nBoa sorte,\nElliannia"
ulmRailingIron,"Passarela de Ferro"
ulmRailingIronDouble,"Passarela de Ferro Larga"
ulmRailingIronVariantHelper,"Passarelas de Ferro"
ulmRailingIronVariantHelperDesc,"[decea3]Tem várias formas[-]\nUma seleção de Passarelas feitas de Ferro."
ulmRailingSteelAL,"Passarela de Aço D"
ulmRailingSteelAR,"Passarela de Aço E"
ulmRailingSteelBL,"Acabamento esquerdo da passarela de Aço"
ulmRailingSteelBR,"Acabamento direito da passarela de Aço"
ulmRailingSteelInner,"Quina interna da passarela de Aço"
ulmRailingSteelMiddleA,"Passarela de Aço A"
ulmRailingSteelMiddleB,"Passarela de Aço B"
ulmRailingSteelMiddleC,"Passarela de Aço C"
ulmRailingSteelOuter,"Quina externo da passarela de Aço"
ulmRailingSteelVariantHelper,"Passarela de Aço"
ulmRailingSteelVariantHelperDesc,"[decea3]Tem várias formas[-]\nUma seleção de grades decorativas feitas de aço."
ulmRailingTitaniumAL,"Passarela de titânio D"
ulmRailingTitaniumAR,"Passarela de titânio E"
ulmRailingTitaniumBL,"Acabamento esquerdo da passarela de Titânio"
ulmRailingTitaniumBR,"Acabamento direito da passarela de titânio"
ulmRailingTitaniumInner,"Quina interna da passarela de titânio"
ulmRailingTitaniumMiddleA,"Passarela de titânio A"
ulmRailingTitaniumMiddleB,"Passarela de titânio B"
ulmRailingTitaniumMiddleC,"Passarela  de titânio C"
ulmRailingTitaniumOuter,"Quina externo da passarela de titânio"
ulmRailingTitaniumVariantHelper,"Passarela de Titânio"
ulmRailingTitaniumVariantHelperDesc,"[decea3]Tem várias formas[-]\nUma seleção de passarelas feitas de Titânio."
ulmResource10mmBullet,"Munição de SMG 10mm"
ulmResource10mmBulletDesc,"Munição de 10x25mm para submetralhadoras. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource10mmBulletHP,"Munição de SMG 10mm (ponta oca)"
ulmResource10mmBulletHPDesc,"Munição de 10x25mm para submetralhadoras. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource10mmCasing,"Revestimento de latão para balas de SMG 10mm"
ulmResource10mmCasingDesc,"Revestimento de latão de 10x25mm para submetralhadoras. Mantém todas as partes do cartucho de munição juntas."
ulmResource10mmCasingSteel,"Revestimento de aço para balas de SMG 10mm"
ulmResource10mmCasingSteelDesc,"Revestimento de aço de 10x25mm para submetralhadoras. Mantém todas as partes do cartucho de munição juntas."
ulmResource44MagnumBullet,"Munição de Pistola HY"
ulmResource44MagnumBulletDesc,"Munição de 11x30mm para Pistolas. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource44MagnumBulletHP,"Munição de Pistola HY (ponta oca)"
ulmResource44MagnumBulletHPDesc,"Munição de ponta oca de 11x30mm para Pistolas. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource44MagnumBulletINC,"Munição Incendiária de Pistola HY"
ulmResource44MagnumBulletINCDesc,"Munição incendiária de 11x30mm para Pistolas. Também conhecido como o projétil da rodada, fundido de chumbo derretido e infundido com substância incendiária."
ulmResource44MagnumCasing,"Revestimento de latão para balas de Pistola HY"
ulmResource44MagnumCasingDesc,"Revestimento de latão de 11x30mm para Pistolas. Mantém todas as partes do cartucho de munição juntas."
ulmResource44MagnumCasingSteel,"Revestimento de aço para balas de Pistola HY"
ulmResource44MagnumCasingSteelDesc,"Revestimento de aço de 11x30mm para Pistolas. Mantém todas as partes do cartucho de munição juntas."
ulmResource762mmBullet,"Munição de Rifle"
ulmResource762mmBulletDesc,"Munição de 8x50mm para rifles. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource762mmBulletHP,"Munição de Rifle (ponta oca)"
ulmResource762mmBulletHPDesc,"Munição ponta oca de 8x50mm para rifles. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResource762mmBulletINC,"Munição de Rifle (incendiária)"
ulmResource762mmBulletINCDesc,"Munição incendiária de 8x50mm para rifles. Também conhecido como o projétil da rodada, fundido de chumbo derretido e infundido com substância incendiária."
ulmResource762mmCasing,"Revestimento de latão para balas de Rifles"
ulmResource762mmCasingDesc,"Revestimento de latão de 8x50mm para rifles. Mantém todas as partes do cartucho de munição juntas."
ulmResource762mmCasingSteel,"Revestimento de aço para balas de Rifles"
ulmResource762mmCasingSteelDesc,"Revestimento de aço de 8x50mm para rifles. Mantém todas as partes do cartucho de munição juntas."
ulmResource9mmBulletHP,"Bala de Pistola 9mm (ponta oca)"
ulmResource9mmBulletHPDesc,"Bala de ponta oca de 9x20mm para pistolas. Também conhecido como o projétil da rodada, fundido de chumbo derretido."
ulmResourceAdhesive,"Adesivo"
ulmResourceAdhesiveDesc,"Adesivo à base de borracha com propriedades de ligação excepcionais"
ulmResourceAdvancedRepairKit,"Kit de Reparo Avançado"
ulmResourceAdvancedRepairKitBlueprint,"Diagrama de Kit de Reparo Avançado"
ulmResourceAdvancedRepairKitBlueprintDesc,"Instruções de como fazer um [decea3]Kit de Reparo Avançado[-]."
ulmResourceAdvancedRepairKitDesc,"[decea3]Kits de Reparo Avançado[-] são usados ​​para reparar os itens mais avançados, veículos e muito mais."
ulmResourceBallBearings,"Rolamento"
ulmResourceBallBearingsDesc,"Rolamento, útil se você quiser fazer dois objetos girarem entre si com o mínimo de atrito."
ulmResourceBark,"Casca"
ulmResourceBarkDesc,"Camada externa de caules e raízes de plantas lenhosas."
ulmResourceBeltBuckle,"Fivela de cinto de latão"
ulmResourceBeltBuckleDesc,"Usado para unir duas extremidades de tiras ou um cinto."
ulmResourceBenchVice,"Morsa de Bancada"
ulmResourceBenchViceDesc,"Necessário para fazer uma bancada."
ulmResourceBicycleChain,"Corrente de Bicicleta"
